UPC,IMDB
012569828469,tt0097958
012569828476,tt0177971
012569828483,tt0186566
012569828490,tt0244244
012569828506,tt0121164
012569828513,tt0139654
012569828520,tt0105690
012569828988,tt0787505
012569829466,tt0450232
012569829473,tt0408345
012569829480,tt0373469
012569829497,tt0097733
012569829503,tt0398375
012569829510,tt0365737
012569829633,tt0466856
012569829640,tt0410297
012569829657,tt0348150
012569829664,tt0405296
012569829688,tt0429589
012569829695,tt0452637
012569829701,tt0486551
012569829725,tt0443680
012569829732,tt0444682
012569829749,tt0450345
012569830127,tt0409182
"012569830523,012569823792",tt0434409
012569830561,tt0433383
012569832688,tt0108778
012569834873,tt0822858
012569834880,tt0878652
012569835108,tt0758794
012569835122,tt0758794
012569837676,"tt0112346,tt0106673"
012569837799,tt0083658
012569838154,tt0787505
012569838161,tt0822858
012569838178,tt0878652
012569840386,tt0827782
012569840409,tt0878652
012569842854,tt0402057
012569867772,tt0466664
012569868205,tt0429200
012569868519,tt0081573
012569868526,tt0086393
012569869004,tt0213985
012569869073,tt0444112
012569870024,tt0094074
012805199872,tt0245836
013023000193,tt0100263
013023008496,tt0179269
013023011298,tt0095488
013023011496,tt0102307
013023014992,tt0103015
013023023499,tt0119042
013023024991,tt0159446
013023026797,tt0113014
013023026896,tt0102573
013023029194,tt0102741
013023029293,tt0079285
013023030695,tt0092627
013023031197,tt0115392
013023032798,tt0141105
013023035393,tt0092559
013023035492,tt0101004
013023052093,tt0113394
013023053892,tt0077234
013023144590,tt0113269
013023144798,tt0115820
013023148598,tt0366186
013023149991,tt0110732
013023150898,tt0155754
013023153790,tt0094625
013023153899,tt0094625
013023155299,tt0155197
013023156890,tt0094625
013023172692,tt0094625
013023190993,tt0321744
013023205390,tt0395393
013023210394,tt0079400
013023211698,tt0079400
013023214590,tt0094625
013023241497,tt0094625
013023256095,tt0366186
013023267190,tt0050699
013023268098,tt0068713
013023700659,tt0094625
013131032499,tt0077651
013131032697,tt0073747
013131032796,tt0081383
013131032994,tt0094964
013131033090,tt0093177
013131033199,tt0095294
013131033793,tt0091828
013131050394,tt0070634
013131050493,tt0092991
013131053791,tt0095271
013131060898,tt0087464
013131066791,tt0083907
013131067293,tt0097493
013131067491,tt0079470
013131068597,tt0081633
013131081091,tt0038109
013131081190,tt0038787
013131082494,tt0089652
013131083194,tt0081031
013131083293,tt0081738
013131083392,tt0089841
013131083491,tt0062985
013131086393,tt0082511
013131086492,tt0080711
013131086591,tt0081291
013131087093,tt0092537
013131088991,tt0063350
013131089394,tt0068990
013131089691,tt0077651
013131092691,tt0106308
013131092790,tt0096978
013131092998,tt0077651
013131093698,tt0084783
013131095197,tt0063350
013131095296,tt0106308
013131098297,tt0063056
013131098495,tt0065969
013131099690,tt0082622
013131099898,tt0084354
013131105995,tt0087265
013131106893,tt0080923
013131109597,tt0070481
013131110999,tt0088206
013131111095,tt0077381
013131111699,tt0082933
013131111798,tt0076257
013131118391,tt0092627
013131118797,tt0084611
013131118896,tt0092991
013131118995,tt0092991
013131119398,tt0068294
013131119695,tt0052602
013131119794,tt0088206
013131121896,tt0097474
013131122299,tt0097474
013131123098,tt0106308
013131123296,tt0093177
013131123395,tt0095294
013131123494,tt0087910
013131123999,tt0089961
013131125696,tt0091474
013131125795,tt0087050
013131126594,tt0089208
013131132595,tt0093036
013131132793,tt0087015
013131132892,tt0089961
013131133097,tt0027893
013131138498,tt0091499
013131140095,tt0086443
013131140491,tt0081159
013131140590,tt0097493
013131140699,tt0091993
013131140798,tt0092854
013131141092,tt0090735
013131141795,tt0097969
013131141894,tt0092147
013131142297,tt0070917
013131142396,tt0091415
013131142792,tt0084472
013131143195,tt0091203
013131143393,tt0085210
013131145199,tt0039372
013131146394,tt0089816
013131146592,tt0095989
013131146998,tt0086423
013131147490,tt0048281
013131148596,tt0090196
013131155990,tt0083967
013131165296,tt0070917
013131165494,tt0077651
013131168297,tt0073747
013131168693,tt0094020
013131169294,tt0091474
013131170191,tt0097493
013131172393,tt0091203
013131174199,tt0088206
013131189094,tt0095271
013131190397,tt0083907
013131190496,tt0083907
013131192094,tt0095271
013131194098,tt0238606
013131195293,tt0086815
013131195996,tt0077651
013131210194,tt0106308
013131213393,tt0079592
013131219098,tt0083907
013131220995,tt0087795
013131225693,tt0070917
013131227390,tt0084611
013131228496,tt0077651
013131231595,tt0084783
013131232394,tt0068990
013131234091,tt0081633
013131240092,tt0086815
013131241792,tt0089652
013131241990,tt0070481
013131243291,"tt0095368,tt0098512"
013131250091,tt0106308
013131254792,tt0091474
013131254891,tt0112230
013131257397,tt0112230
013131257793,tt0077681
013131261790,tt0112230
013131263497,tt0077681
013131267396,tt0075596
013131267495,tt0075596
013131267594,tt0075596
013131267693,tt0075596
013131273298,tt0087050
013131276497,tt0112230
013131276596,tt0112230
013131276695,tt0112230
013131280494,tt0092312
013131280890,tt0081871
013131281095,tt0092312
013131281491,tt0081871
013131285093,tt0116020
013131287592,tt0112230
013131288490,tt0092312
013131288599,tt0092312
013131288896,tt0086815
013131291995,tt0086815
013131295498,tt0107009
013131295795,tt0101252
013131296297,tt0084504
013131296495,tt0112606
013131296990,tt0109838
013131297492,tt0095519
013131297898,tt0102598
013131298093,tt0090217
013131298390,tt0119975
013131299090,tt0430239
013131306392,tt0388230
013131306897,tt0083739
013131307290,tt0080515
013131307399,tt0088001
013131308495,tt0321359
013131311099,tt0397149
013131313697,tt0086815
013131320190,tt0084652
013131320299,tt0084633
013131321494,tt0083907
013131321593,tt0092991
013131328592,tt0404756
013131328691,tt0094540
013131328790,tt0115082
013131328899,tt0095271
013131328998,tt0097474
013131330892,tt0316763
013131333794,tt0075596
013131342598,tt0086815
013131342697,tt0086815
013131356199,tt0363768
013131361995,tt0075596
013131362091,tt0075596
013131362190,tt0094540
013131362299,tt0094540
013131362398,tt0094540
013131362497,tt0115082
013131362596,tt0115082
013131363098,tt0092312
013131372397,tt0448190
013131373899,tt0089961
013131377293,tt0116414
013131379495,tt0075596
013131383591,tt0086815
013131397499,tt0075596
013131402483,tt0079470
013131402582,tt0083907
013131402681,tt0077651
013131408980,tt0081633
013131413694,tt0093177
013131413984,tt0093177
013131414080,tt0087050
013131414592,tt0094540
013131418583,tt0092991
013131418781,tt0077681
013131419696,tt0865282
013131429190,tt0115082
013131442595,tt0435631
013131444995,tt0081871
013131446593,tt0643110
013131450392,"tt0110730,tt0116020,tt0115150,tt0110809"
013131455090,tt0094540
013131455199,tt0094540
013131455298,tt0075596
013131459395,tt0115082
013131462395,tt0115082
013131462494,tt0115082
013131474695,tt0086815
013131474794,tt0086815
013131478495,tt0070917
013131481396,tt0094540
013131481495,tt0094540
013131481594,tt0094540
013131483994,tt0086815
013131484090,tt0086815
013131484199,tt0086815
013131484298,tt0086815
013131487695,tt0430652
013131494495,tt0083907
013131498998,tt0401742
013131501797,tt0244521
013131505894,tt0075596
013131505993,tt0075596
013131507799,tt0070917
013131512397,tt0086815
013131518993,tt0086815
013131519099,tt0086815
013131526585,tt0469184
013131526592,tt0469184
013131528091,tt0086815
013131532791,tt0086815
013131542899,tt0077651
013131546699,tt0756683
013131549591,tt0085210
013131549690,tt0090735
013131549997,tt0082622
013131550191,tt0497972
013131550597,tt0760311
013131550795,tt0760311
013131550993,tt0427998
013131551198,tt0427998
013131561593,tt0491162
013131562491,tt0404756
013131563399,tt0756683
013131564495,tt0485927
013131569599,tt0094540
013131576399,tt0089961
013131578898,tt0097493
013131578997,tt0070917
013131579093,tt0095989
013131579499,tt0083739
013131579598,tt0087015
013131580792,tt0783515
013131580990,tt0783515
013131581393,tt1059980
013131586190,tt0089208
013131587692,tt0086815
013131587791,tt0086815
013131589696,tt0430652
013131590296,tt0086423
013131590593,tt0089208
013131590791,tt1104006
013131591897,tt0086815
013131592597,tt0882742
013131594096,tt0095294
013131596694,tt0437954
013131598995,tt0097493
013131600698,tt0427998
013131604894,tt0976247
013131606997,tt0437954
013131608496,tt0097493
013131609394,tt1037218
013131609493,tt1037218
013131611496,tt0974662
013131613995,tt0834540
013131615296,tt0937391
013131615692,tt0425308
013131623390,tt0884335
013131624991,tt1243955
013131630497,tt0887971
013131632392,tt0818165
013131632590,tt0818165
013131635690,tt0475255
013131642391,tt0810951
013131642995,tt0472050
013131643190,tt0472050
013131645194,tt1203523
013131645590,tt0427998
013131648096,tt1238304
013131649697,tt1053918
013131650099,tt1053918
013131653199,tt1202222
013131660593,tt1290135
013131663693,tt0105810
013131665390,tt0265208
013131665895,tt0974662
013131674590,tt1007032
013131681291,tt1290135
013131686395,tt0976247
013131688795,tt1037218
013131688894,tt0469184
013131689198,tt0089208
013131689297,tt0976247
013131689792,tt0083907
013131694192,tt0087910
013132137094,tt1234548
013132137193,tt1234548
013132137391,tt1234548
013132138695,tt1073507
013132138794,tt1135525
013132139098,tt1135525
013132139593,tt0455407
013132139890,tt0455407
013132140193,tt1210042
013132140490,tt1210042
013132141190,tt1442449
013132142098,tt1442449
013132142890,tt1174730
013132143194,tt1174730
013132143392,tt1323045
013132143699,tt1323045
013132146690,tt0083907
013132154893,tt1294213
013132154992,tt1294213
013132158990,tt1151915
013132165790,tt0951335
013132167893,tt1423995
013132168197,tt1423995
013132168890,tt0838247
013132169194,tt0838247
013132174396,tt1379177
013132174495,tt1379177
013132174891,tt1268987
013132174990,tt1268987
013132178899,tt1037218
013132185392,tt1243955
013132185491,tt0430239
013132188799,tt1186370
013132189390,tt1470171
013132194394,tt1470171
013132197197,tt0455407
013132217192,tt0838247
013132218199,tt1174730
013132223094,tt1294213
013132224091,tt1379177
013132226491,tt1321861
013132229096,tt1711366
013132229195,tt1711366
013132229997,tt1391034
013132232096,tt1290135
013132247892,tt0106913
013132247991,tt0106913
013132249391,tt1188729
013132252599,tt1650535
013132252698,tt1206881
013132256894,tt1619880
013132257396,tt1619880
013132258096,tt1391034
013132266893,tt1291549
013132272092,tt1481572
013132272597,tt1481572
013132284897,tt1533013
013132287195,tt1228987
013132296296,tt1581835
013132301099,tt1291549
013132301198,tt1650535
013132301297,tt1533013
013132301396,tt1321861
013132308197,tt1581835
013132309392,tt1758429
013132309491,tt1758429
013132310190,tt1672189
013132310299,tt1672189
013132313092,tt1504320
013132313597,tt1504320
013132316895,tt1172991
013132317397,tt1172991
013132317892,tt1120985
013132318394,tt1120985
013132321394,tt1772240
013132321899,tt1772240
013132322896,tt1349451
013132323398,tt1349451
013132325897,tt1262416
013132326399,tt1262416
013132330396,tt1517489
013132330891,tt1517489
013132349190,tt1100051
013132349695,tt1100051
013132356792,tt0844993
013132357294,tt0844993
013132366494,tt1174730
013132367095,tt1637706
013132367491,tt1637706
013132369099,tt0844993
013132369198,tt1517489
013132369297,tt1668200
013132369792,tt1668200
013132370194,tt1742650
013132370699,tt1742650
013132378596,tt1151410
013132379098,tt1151410
013132379494,tt1486193
013132379999,tt1486193
013132380391,tt1535612
013132380896,tt1535612
013132382197,tt1389127
013132382692,tt1389127
013132383095,tt0798817
013132383590,tt0798817
013132387697,tt1185371
013132388199,tt1185371
013132391397,tt1986857
013132391892,tt1986857
013132393490,tt1034331
013132420493,tt1262416
013132424996,tt1886493
013132425498,tt1886493
013132427492,tt0095519
013132433493,tt1481572
013132434193,tt0112606
013132434490,tt0102598
013132434995,tt0109198
013132435091,tt0109198
013132435190,tt0164114
013132435299,tt0164114
013132435398,tt0101969
013132435497,tt0101969
013132435596,tt0279889
013132435695,tt0279889
013132435794,tt0166276
013132435893,tt0166276
013132435992,tt0113986
013132436098,tt0113986
013132436197,tt0119910
013132436296,tt0111094
013132436395,tt0111094
013132436692,tt0117979
013132436791,tt0117979
013132436890,tt0106400
013132436999,tt0090769
013132437095,tt0090769
013132437194,tt0120620
013132437392,tt0104804
013132437699,tt0239949
013132437798,tt0427968
013132437897,tt0124179
013132438290,tt0107009
013132438498,tt0107247
013132438597,tt0808331
013132438696,tt0084504
013132438795,tt0119975
013132439396,tt0116414
013132439693,tt0120122
013132439792,tt0796307
013132440095,tt0178988
013132440194,"tt0266308,tt0338763"
013132440293,tt1481572
013132462998,tt0095519
013132469690,tt1655420
013132470191,tt1655420
013132471396,tt1007029
013132471792,tt1007029
013132472997,tt1212450
013132473390,tt1212450
013132473796,tt1440345
013132474199,tt1440345
013132474595,tt0765446
013132474991,tt0765446
013132489698,tt1214962
013132490090,tt1214962
013132490496,tt1442449
013132498799,tt1535612
013132512990,tt1434435
013132513393,tt1434435
013132524399,tt1442449
013132534497,tt0279889
013132558493,tt1715873
013132558899,tt1715873
013132560090,tt1545106
013132560496,tt1545106
013132567198,tt0095271
013132567297,tt0097474
013132592732,tt1628055
013132592749,tt1628055
013132594439,tt2050633
013132594453,tt2050633
013132596020,tt1483756
013132596044,tt1551630
013132596068,tt1551630
013132597171,tt1560747
013132597195,tt1560747
013132597218,tt1045658
013132597232,tt1045658
013132597348,tt1756799
013132597362,tt1756799
013132598864,tt1682181
013132598871,tt1682181
013132598888,tt1860355
013132598895,tt1860355
013132600888,tt1442449
013132600895,tt1442449
013132602226,tt1462901
013132602240,tt1462901
013132603551,tt1441951
013132603568,tt1441951
013132603599,tt2387433
013132603605,tt2387433
013132604053,tt1132449
013132604060,tt1132449
013132604428,tt1433207
013132604442,tt1433207
013132604565,tt1920849
013132604589,tt1920849
013132604602,tt1155060
013132604626,tt1155060
013132606057,tt0230030
013132606064,tt0230030
013132606071,tt0265087
013132606088,tt0265087
013132606095,tt0145893
